trade_time,price,price_change,volume,成交金额,trade_type,trade_date,stock_code
10:23:54,38.5,-0.07,64,246681,卖盘,2005-03-03,sh603200
10:23:57,38.52,0.02,19,73204,中性盘,2005-03-03,sh603200
10:24:00,38.52,0.0,5,19260,买盘,2005-03-03,sh603200
10:24:04,38.53,0.01,12,46235,买盘,2005-03-03,sh603200
10:24:07,38.5,-0.03,65,250262,卖盘,2005-03-03,sh603200
10:24:10,38.49,-0.01,27,103940,卖盘,2005-03-03,sh603200
10:24:12,38.5,0.01,29,111650,买盘,2005-03-03,sh603200
10:24:15,38.5,0.0,1,3850,买盘,2005-03-03,sh603200
10:24:19,38.5,0.0,66,254294,买盘,2005-03-03,sh603200
10:24:21,38.4,-0.1,200,769459,卖盘,2005-03-03,sh603200
10:24:25,38.39,-0.01,18,69116,卖盘,2005-03-03,sh603200
10:24:27,38.39,0.0,19,72946,卖盘,2005-03-03,sh603200
10:24:30,38.39,0.0,21,80618,买盘,2005-03-03,sh603200
10:24:34,38.38,-0.01,159,610264,卖盘,2005-03-03,sh603200
10:24:36,38.38,0.0,20,75569,买盘,2005-03-03,sh603200
10:24:39,38.38,0.0,19,72924,卖盘,2005-03-03,sh603200
10:24:43,38.39,0.01,15,57572,中性盘,2005-03-03,sh603200
10:24:45,38.38,-0.01,5,19193,卖盘,2005-03-03,sh603200
10:24:48,38.38,0.0,46,176576,卖盘,2005-03-03,sh603200
10:24:52,38.38,0.0,19,72925,卖盘,2005-03-03,sh603200
10:24:54,38.4,0.02,10,38388,买盘,2005-03-03,sh603200
10:24:57,38.39,-0.01,41,157431,中性盘,2005-03-03,sh603200
10:25:00,38.38,-0.01,15,57575,卖盘,2005-03-03,sh603200
10:25:04,38.38,0.0,57,218825,卖盘,2005-03-03,sh603200
10:25:06,38.4,0.02,66,252481,买盘,2005-03-03,sh603200
10:25:09,38.49,0.09,8,30791,买盘,2005-03-03,sh603200
10:25:13,38.4,-0.09,64,245865,卖盘,2005-03-03,sh603200
10:25:18,38.46,0.06,36,138357,买盘,2005-03-03,sh603200
10:25:22,38.42,-0.04,46,176674,卖盘,2005-03-03,sh603200
10:25:24,38.57,0.15,122,469686,买盘,2005-03-03,sh603200
10:25:28,38.57,0.0,59,227565,卖盘,2005-03-03,sh603200
10:25:31,38.57,0.0,21,81008,卖盘,2005-03-03,sh603200
10:25:33,38.57,0.0,464,1787683,卖盘,2005-03-03,sh603200
10:25:36,38.69,0.12,303,1169036,买盘,2005-03-03,sh603200
10:25:39,38.7,0.01,11,42569,买盘,2005-03-03,sh603200
10:25:42,38.71,0.01,32,123837,买盘,2005-03-03,sh603200
10:25:46,38.88,0.17,94,363571,买盘,2005-03-03,sh603200
10:25:48,38.89,0.01,104,405856,买盘,2005-03-03,sh603200
10:25:51,38.89,0.0,9,36559,买盘,2005-03-03,sh603200
10:25:54,38.99,0.1,188,731754,买盘,2005-03-03,sh603200
10:25:57,38.99,0.0,2,7798,买盘,2005-03-03,sh603200
10:26:00,39.0,0.01,34,132585,买盘,2005-03-03,sh603200
10:26:04,39.0,0.0,18,70200,买盘,2005-03-03,sh603200
10:26:06,38.99,-0.01,86,335388,卖盘,2005-03-03,sh603200
10:26:09,39.0,0.01,106,413399,买盘,2005-03-03,sh603200
10:26:12,38.99,-0.01,55,214483,卖盘,2005-03-03,sh603200
10:26:16,39.0,0.01,46,179376,买盘,2005-03-03,sh603200
10:26:19,38.99,-0.01,80,311932,卖盘,2005-03-03,sh603200
10:26:22,38.98,-0.01,21,81876,卖盘,2005-03-03,sh603200
10:26:25,38.98,0.0,30,116955,卖盘,2005-03-03,sh603200
10:26:28,38.96,-0.02,57,222044,卖盘,2005-03-03,sh603200
10:26:31,38.99,0.03,111,431913,买盘,2005-03-03,sh603200
10:26:34,38.88,-0.11,16,62286,卖盘,2005-03-03,sh603200
10:26:36,38.89,0.01,9,35001,中性盘,2005-03-03,sh603200
10:26:39,38.78,-0.11,4,15496,中性盘,2005-03-03,sh603200
10:26:42,38.78,0.0,4,15512,买盘,2005-03-03,sh603200
10:26:45,38.7,-0.08,11,42646,卖盘,2005-03-03,sh603200
10:26:49,38.62,-0.08,46,177946,卖盘,2005-03-03,sh603200
10:26:52,38.7,0.08,36,139272,买盘,2005-03-03,sh603200
10:26:55,38.7,0.0,6,23218,买盘,2005-03-03,sh603200
10:26:57,38.7,0.0,8,30918,买盘,2005-03-03,sh603200
10:27:00,38.7,0.0,9,34824,买盘,2005-03-03,sh603200
10:27:03,38.7,0.0,9,34813,买盘,2005-03-03,sh603200
10:27:07,38.71,0.01,4,15481,中性盘,2005-03-03,sh603200
10:27:09,38.71,0.0,14,54257,卖盘,2005-03-03,sh603200
10:27:12,38.7,-0.01,24,93010,卖盘,2005-03-03,sh603200
10:27:15,38.7,0.0,4,15480,中性盘,2005-03-03,sh603200
10:27:19,38.62,-0.08,61,235732,卖盘,2005-03-03,sh603200
10:27:21,38.65,0.03,49,189253,买盘,2005-03-03,sh603200
10:27:24,38.65,0.0,12,46310,买盘,2005-03-03,sh603200
10:27:28,38.65,0.0,37,142990,买盘,2005-03-03,sh603200
10:27:31,38.6,-0.05,34,131293,卖盘,2005-03-03,sh603200
10:27:34,38.65,0.05,11,42515,买盘,2005-03-03,sh603200
10:27:36,38.65,0.0,15,57955,买盘,2005-03-03,sh603200
10:27:39,38.6,-0.05,69,266588,卖盘,2005-03-03,sh603200
10:27:42,38.62,0.02,9,34780,中性盘,2005-03-03,sh603200
10:27:45,38.6,-0.02,53,204585,卖盘,2005-03-03,sh603200
10:27:49,38.6,0.0,4,15440,买盘,2005-03-03,sh603200
10:27:51,38.58,-0.02,11,42440,卖盘,2005-03-03,sh603200
10:27:55,38.58,0.0,21,81018,买盘,2005-03-03,sh603200
10:27:58,38.55,-0.03,3,11568,卖盘,2005-03-03,sh603200
10:28:01,38.5,-0.05,76,292700,卖盘,2005-03-03,sh603200
10:28:03,38.5,0.0,12,46200,买盘,2005-03-03,sh603200
10:28:06,38.61,0.11,299,1152806,买盘,2005-03-03,sh603200
10:28:09,38.65,0.04,17,65705,买盘,2005-03-03,sh603200
10:28:12,38.77,0.12,23,89069,买盘,2005-03-03,sh603200
10:28:16,38.8,0.03,276,1066322,中性盘,2005-03-03,sh603200
10:28:19,38.82,0.02,27,104804,中性盘,2005-03-03,sh603200
10:28:22,38.86,0.04,18,69881,买盘,2005-03-03,sh603200
10:28:25,38.88,0.02,46,178888,中性盘,2005-03-03,sh603200
10:28:28,38.9,0.02,7,27230,买盘,2005-03-03,sh603200
10:28:30,38.95,0.05,21,81775,买盘,2005-03-03,sh603200
10:28:33,39.0,0.05,149,580952,买盘,2005-03-03,sh603200
10:28:36,39.02,0.02,349,1361370,买盘,2005-03-03,sh603200
10:28:40,39.08,0.06,544,2119521,买盘,2005-03-03,sh603200
10:28:42,39.15,0.07,43,168184,买盘,2005-03-03,sh603200
10:28:45,39.17,0.02,7,27414,买盘,2005-03-03,sh603200
10:28:49,39.2,0.03,45,176304,买盘,2005-03-03,sh603200
10:28:51,39.21,0.01,78,305834,买盘,2005-03-03,sh603200
10:28:54,39.24,0.03,130,510415,买盘,2005-03-03,sh603200
10:28:57,39.24,0.0,112,439922,卖盘,2005-03-03,sh603200
10:29:00,39.36,0.12,76,299573,卖盘,2005-03-03,sh603200
10:29:03,39.5,0.14,149,587236,买盘,2005-03-03,sh603200
10:29:06,39.37,-0.13,42,165459,卖盘,2005-03-03,sh603200
10:29:09,39.37,0.0,127,500006,卖盘,2005-03-03,sh603200
10:29:13,39.58,0.21,168,662973,买盘,2005-03-03,sh603200
10:29:15,39.56,-0.02,102,402481,卖盘,2005-03-03,sh603200
10:29:18,39.5,-0.06,137,542231,中性盘,2005-03-03,sh603200
10:29:21,39.38,-0.12,85,335053,卖盘,2005-03-03,sh603200
10:29:24,39.5,0.12,47,185353,买盘,2005-03-03,sh603200
10:29:27,39.44,-0.06,181,713729,卖盘,2005-03-03,sh603200
10:29:30,39.5,0.06,107,423254,买盘,2005-03-03,sh603200
10:29:33,39.39,-0.11,215,847250,卖盘,2005-03-03,sh603200
10:29:37,39.5,0.11,83,327802,买盘,2005-03-03,sh603200
10:29:39,39.5,0.0,47,185625,买盘,2005-03-03,sh603200
10:29:42,39.44,-0.06,107,422020,卖盘,2005-03-03,sh603200
10:29:46,39.39,-0.05,43,169513,卖盘,2005-03-03,sh603200
10:29:49,39.48,0.09,32,126243,买盘,2005-03-03,sh603200
10:29:51,39.49,0.01,175,690464,买盘,2005-03-03,sh603200
10:29:54,39.48,-0.01,181,713738,卖盘,2005-03-03,sh603200
10:29:57,39.49,0.01,146,576124,买盘,2005-03-03,sh603200
10:30:00,39.4,-0.09,39,153825,中性盘,2005-03-03,sh603200
10:30:03,39.48,0.08,30,118252,买盘,2005-03-03,sh603200
10:30:06,39.48,0.0,30,118324,买盘,2005-03-03,sh603200
10:30:10,39.48,0.0,7,27632,买盘,2005-03-03,sh603200
10:30:13,39.49,0.01,94,370928,买盘,2005-03-03,sh603200
10:30:15,39.49,0.0,78,307961,买盘,2005-03-03,sh603200
10:30:18,39.49,0.0,41,161868,买盘,2005-03-03,sh603200
10:30:21,39.47,-0.02,21,82893,中性盘,2005-03-03,sh603200
10:30:25,39.49,0.02,157,619709,买盘,2005-03-03,sh603200
10:30:27,39.39,-0.1,100,394131,卖盘,2005-03-03,sh603200
10:30:30,39.39,0.0,35,137863,买盘,2005-03-03,sh603200
10:30:33,39.39,0.0,2,7878,买盘,2005-03-03,sh603200
10:30:37,39.39,0.0,46,181160,买盘,2005-03-03,sh603200
10:30:39,39.36,-0.03,56,220351,买盘,2005-03-03,sh603200
10:30:42,39.35,-0.01,59,232336,卖盘,2005-03-03,sh603200
10:30:46,39.34,-0.01,13,51022,中性盘,2005-03-03,sh603200
10:30:49,39.32,-0.02,6,23587,中性盘,2005-03-03,sh603200
10:30:51,39.35,0.03,76,298521,买盘,2005-03-03,sh603200
10:30:54,39.32,-0.03,6,23517,中性盘,2005-03-03,sh603200
10:30:57,39.33,0.01,37,145381,买盘,2005-03-03,sh603200
10:31:00,39.35,0.02,57,224209,买盘,2005-03-03,sh603200
10:31:04,39.33,-0.02,328,1290032,卖盘,2005-03-03,sh603200
10:31:07,39.32,-0.01,17,66851,卖盘,2005-03-03,sh603200
10:31:10,39.3,-0.02,53,208363,卖盘,2005-03-03,sh603200
10:31:13,39.3,0.0,5,19650,买盘,2005-03-03,sh603200
10:31:16,39.3,0.0,43,168990,买盘,2005-03-03,sh603200
10:31:19,39.29,-0.01,9,35356,中性盘,2005-03-03,sh603200
10:31:21,39.21,-0.08,148,581767,中性盘,2005-03-03,sh603200
10:31:24,39.48,0.27,163,642015,买盘,2005-03-03,sh603200
10:31:28,39.42,-0.06,9,35478,中性盘,2005-03-03,sh603200
10:31:30,39.5,0.08,156,616018,买盘,2005-03-03,sh603200
10:31:34,39.57,0.07,25,98815,买盘,2005-03-03,sh603200
10:31:37,39.57,0.0,14,54302,中性盘,2005-03-03,sh603200
10:31:40,39.66,0.09,12,47591,买盘,2005-03-03,sh603200
10:31:42,39.75,0.09,46,182649,买盘,2005-03-03,sh603200
10:31:46,39.65,-0.1,225,894079,卖盘,2005-03-03,sh603200
10:31:48,39.82,0.17,74,293669,买盘,2005-03-03,sh603200
10:31:51,39.9,0.08,228,909176,买盘,2005-03-03,sh603200
10:31:55,39.9,0.0,92,365519,买盘,2005-03-03,sh603200
10:31:57,39.9,0.0,20,79800,买盘,2005-03-03,sh603200
10:32:01,39.86,-0.04,94,374987,卖盘,2005-03-03,sh603200
10:32:04,39.82,-0.04,162,645400,卖盘,2005-03-03,sh603200
10:32:06,39.81,-0.01,15,59686,中性盘,2005-03-03,sh603200
10:32:09,39.71,-0.1,40,159078,卖盘,2005-03-03,sh603200
10:32:12,39.65,-0.06,157,622529,卖盘,2005-03-03,sh603200
10:32:16,39.65,0.0,46,181938,买盘,2005-03-03,sh603200
10:32:19,39.64,-0.01,6,23735,买盘,2005-03-03,sh603200
10:32:22,39.5,-0.14,22,87108,卖盘,2005-03-03,sh603200
10:32:25,39.47,-0.03,49,193547,卖盘,2005-03-03,sh603200
10:32:28,39.47,0.0,8,31576,买盘,2005-03-03,sh603200
10:32:31,39.46,-0.01,2,7893,中性盘,2005-03-03,sh603200
10:32:34,39.47,0.01,21,82664,买盘,2005-03-03,sh603200
10:32:36,39.45,-0.02,31,122285,中性盘,2005-03-03,sh603200
10:32:40,39.32,-0.13,51,200965,卖盘,2005-03-03,sh603200
10:32:43,39.35,0.03,39,153561,买盘,2005-03-03,sh603200
10:32:46,39.32,-0.03,16,62918,卖盘,2005-03-03,sh603200
10:32:48,39.31,-0.01,21,82597,卖盘,2005-03-03,sh603200
10:32:51,39.3,-0.01,40,157222,卖盘,2005-03-03,sh603200
10:32:54,39.31,0.01,19,74687,中性盘,2005-03-03,sh603200
10:32:57,39.3,-0.01,118,463845,卖盘,2005-03-03,sh603200
10:33:01,39.32,0.02,11,43252,买盘,2005-03-03,sh603200
10:33:03,39.32,0.0,40,157292,卖盘,2005-03-03,sh603200
10:33:07,39.31,-0.01,53,208337,卖盘,2005-03-03,sh603200
10:33:09,39.32,0.01,50,196558,买盘,2005-03-03,sh603200
10:33:13,39.35,0.03,38,149422,买盘,2005-03-03,sh603200
10:33:15,39.4,0.05,11,43309,买盘,2005-03-03,sh603200
10:33:19,39.43,0.03,8,31529,买盘,2005-03-03,sh603200
10:33:21,39.43,0.0,65,256108,买盘,2005-03-03,sh603200
10:33:25,39.46,0.03,11,43379,买盘,2005-03-03,sh603200
10:33:28,39.46,0.0,10,39456,买盘,2005-03-03,sh603200
10:33:31,39.49,0.03,33,130219,买盘,2005-03-03,sh603200
10:33:33,39.5,0.01,21,82941,买盘,2005-03-03,sh603200
10:33:36,39.49,-0.01,33,130328,卖盘,2005-03-03,sh603200
10:33:39,39.49,0.0,26,102672,买盘,2005-03-03,sh603200
10:33:42,39.49,0.0,24,94766,买盘,2005-03-03,sh603200
10:33:45,39.46,-0.03,78,307798,卖盘,2005-03-03,sh603200
10:33:49,39.46,0.0,10,39454,买盘,2005-03-03,sh603200
10:33:51,39.4,-0.06,27,106418,卖盘,2005-03-03,sh603200
10:33:54,39.44,0.04,4,15770,买盘,2005-03-03,sh603200
10:33:57,39.44,0.0,21,82843,卖盘,2005-03-03,sh603200
10:34:00,39.43,-0.01,9,35487,卖盘,2005-03-03,sh603200
10:34:03,39.43,0.0,51,201094,卖盘,2005-03-03,sh603200
10:34:06,39.44,0.01,19,74924,买盘,2005-03-03,sh603200
10:34:09,39.4,-0.04,210,826738,卖盘,2005-03-03,sh603200
10:34:12,39.4,0.0,39,153667,买盘,2005-03-03,sh603200
10:34:15,39.3,-0.1,151,593499,卖盘,2005-03-03,sh603200
10:34:18,39.3,0.0,38,149320,买盘,2005-03-03,sh603200
10:34:22,39.29,-0.01,4,15718,卖盘,2005-03-03,sh603200
10:34:24,39.29,0.0,3,11787,卖盘,2005-03-03,sh603200
10:34:27,39.29,0.0,23,90340,买盘,2005-03-03,sh603200
10:34:31,39.18,-0.11,20,78408,卖盘,2005-03-03,sh603200
10:34:33,39.25,0.07,8,31400,买盘,2005-03-03,sh603200
10:34:36,39.25,0.0,22,86263,买盘,2005-03-03,sh603200
10:34:39,39.2,-0.05,15,58805,卖盘,2005-03-03,sh603200
10:34:42,39.2,0.0,47,184288,卖盘,2005-03-03,sh603200
10:34:46,39.18,-0.02,4,15674,卖盘,2005-03-03,sh603200
10:34:48,39.18,0.0,5,19590,买盘,2005-03-03,sh603200
10:34:51,39.18,0.0,4,15669,买盘,2005-03-03,sh603200
10:34:54,39.15,-0.03,22,86172,卖盘,2005-03-03,sh603200
10:34:57,39.13,-0.02,17,66575,卖盘,2005-03-03,sh603200
10:35:01,39.11,-0.02,11,43030,卖盘,2005-03-03,sh603200
10:35:03,39.18,0.07,19,74406,买盘,2005-03-03,sh603200
10:35:06,39.11,-0.07,3,11738,卖盘,2005-03-03,sh603200
10:35:10,39.15,0.04,69,269980,买盘,2005-03-03,sh603200
10:35:12,39.11,-0.04,7,27392,卖盘,2005-03-03,sh603200
10:35:15,39.18,0.07,20,78360,买盘,2005-03-03,sh603200
10:35:19,39.19,0.01,1,3919,中性盘,2005-03-03,sh603200
10:35:21,39.2,0.01,22,86212,买盘,2005-03-03,sh603200
10:35:24,39.2,0.0,20,78399,买盘,2005-03-03,sh603200
10:35:27,39.25,0.05,127,498289,买盘,2005-03-03,sh603200
10:35:30,39.25,0.0,14,54950,卖盘,2005-03-03,sh603200
10:35:33,39.26,0.01,13,51092,卖盘,2005-03-03,sh603200
10:35:36,39.29,0.03,3,11783,中性盘,2005-03-03,sh603200
10:35:39,39.29,0.0,19,74651,卖盘,2005-03-03,sh603200
10:35:43,39.29,0.0,35,137527,卖盘,2005-03-03,sh603200
10:35:46,39.39,0.1,7,27566,买盘,2005-03-03,sh603200
10:35:49,39.39,0.0,3,11817,买盘,2005-03-03,sh603200
10:35:51,39.39,0.0,13,51196,买盘,2005-03-03,sh603200
10:35:54,39.39,0.0,75,295399,买盘,2005-03-03,sh603200
10:35:57,39.39,0.0,14,55146,买盘,2005-03-03,sh603200
10:36:00,39.39,0.0,23,90597,买盘,2005-03-03,sh603200
10:36:03,39.38,-0.01,74,291475,卖盘,2005-03-03,sh603200
10:36:09,39.37,-0.01,18,70866,卖盘,2005-03-03,sh603200
10:36:13,39.37,0.0,32,125882,买盘,2005-03-03,sh603200
10:36:15,39.36,-0.01,3,11808,买盘,2005-03-03,sh603200
10:36:18,39.36,0.0,3,11808,买盘,2005-03-03,sh603200
10:36:25,39.35,-0.01,6,23615,中性盘,2005-03-03,sh603200
10:36:28,39.3,-0.05,188,739955,卖盘,2005-03-03,sh603200
10:36:36,39.34,0.04,2,7868,买盘,2005-03-03,sh603200
10:36:40,39.3,-0.04,30,117890,卖盘,2005-03-03,sh603200
10:36:48,39.27,-0.03,8,31423,卖盘,2005-03-03,sh603200
10:36:52,39.27,0.0,3,11785,卖盘,2005-03-03,sh603200
10:36:55,39.27,0.0,16,62874,卖盘,2005-03-03,sh603200
10:36:57,39.2,-0.07,40,156906,卖盘,2005-03-03,sh603200
10:37:01,39.25,0.05,10,39251,中性盘,2005-03-03,sh603200
10:37:04,39.2,-0.05,1,3920,卖盘,2005-03-03,sh603200
10:37:06,39.2,0.0,2,7841,卖盘,2005-03-03,sh603200
10:37:09,39.21,0.01,12,47062,卖盘,2005-03-03,sh603200
10:37:12,39.21,0.0,28,109788,卖盘,2005-03-03,sh603200
10:37:16,39.21,0.0,25,98031,卖盘,2005-03-03,sh603200
10:37:18,39.25,0.04,35,137273,中性盘,2005-03-03,sh603200
10:37:21,39.26,0.01,113,443042,买盘,2005-03-03,sh603200
10:37:24,39.22,-0.04,15,58860,卖盘,2005-03-03,sh603200
10:37:28,39.22,0.0,10,39220,买盘,2005-03-03,sh603200
10:37:30,39.22,0.0,9,35298,买盘,2005-03-03,sh603200
10:37:34,39.22,0.0,8,31372,买盘,2005-03-03,sh603200
10:37:36,39.21,-0.01,2,7842,中性盘,2005-03-03,sh603200
10:37:39,39.22,0.01,73,286186,买盘,2005-03-03,sh603200
10:37:42,39.2,-0.02,1,3920,中性盘,2005-03-03,sh603200
10:37:45,39.1,-0.1,101,395389,卖盘,2005-03-03,sh603200
10:37:49,39.2,0.1,2,7840,中性盘,2005-03-03,sh603200
10:37:51,39.15,-0.05,1,3915,卖盘,2005-03-03,sh603200
10:37:54,39.09,-0.06,99,387008,卖盘,2005-03-03,sh603200
10:37:57,39.1,0.01,2,7820,买盘,2005-03-03,sh603200
10:38:00,39.08,-0.02,15,58643,卖盘,2005-03-03,sh603200
10:38:03,39.08,0.0,14,54712,买盘,2005-03-03,sh603200
10:38:07,39.04,-0.04,143,558827,卖盘,2005-03-03,sh603200
10:38:12,39.04,0.0,84,328451,卖盘,2005-03-03,sh603200
10:38:16,39.04,0.0,349,1361472,卖盘,2005-03-03,sh603200
10:38:18,39.0,-0.04,10,39021,卖盘,2005-03-03,sh603200
10:38:22,39.0,0.0,7,27303,卖盘,2005-03-03,sh603200
10:38:24,39.03,0.03,47,183330,买盘,2005-03-03,sh603200
10:38:28,39.0,-0.03,33,128700,卖盘,2005-03-03,sh603200
10:38:30,39.02,0.02,48,187202,买盘,2005-03-03,sh603200
10:38:33,39.02,0.0,12,46805,买盘,2005-03-03,sh603200
10:38:37,39.0,-0.02,183,713727,卖盘,2005-03-03,sh603200
10:38:39,39.0,0.0,6,23399,买盘,2005-03-03,sh603200
10:38:42,39.0,0.0,6,23390,买盘,2005-03-03,sh603200
10:38:46,39.0,0.0,9,35099,买盘,2005-03-03,sh603200
10:38:49,38.92,-0.08,23,89642,卖盘,2005-03-03,sh603200
10:38:51,39.0,0.08,8,31200,买盘,2005-03-03,sh603200
10:38:55,38.93,-0.07,2,7786,卖盘,2005-03-03,sh603200
10:38:58,38.94,0.01,1,3894,中性盘,2005-03-03,sh603200
10:39:01,38.94,0.0,15,58427,卖盘,2005-03-03,sh603200
10:39:03,38.93,-0.01,18,70088,卖盘,2005-03-03,sh603200
10:39:07,38.94,0.01,1,3894,买盘,2005-03-03,sh603200
10:39:09,38.94,0.0,16,62297,买盘,2005-03-03,sh603200
10:39:13,38.94,0.0,1,3894,买盘,2005-03-03,sh603200
10:39:16,38.94,0.0,8,31152,买盘,2005-03-03,sh603200
10:39:19,38.93,-0.01,36,140146,卖盘,2005-03-03,sh603200
10:39:22,38.93,0.0,50,194627,买盘,2005-03-03,sh603200
10:39:24,38.93,0.0,10,38925,买盘,2005-03-03,sh603200
10:39:28,38.91,-0.02,16,62285,中性盘,2005-03-03,sh603200
10:39:30,38.91,0.0,16,62262,卖盘,2005-03-03,sh603200
10:39:34,38.91,0.0,2,7783,卖盘,2005-03-03,sh603200
10:39:36,38.91,0.0,29,112851,卖盘,2005-03-03,sh603200
10:39:40,38.91,0.0,57,221787,卖盘,2005-03-03,sh603200
10:39:43,38.9,-0.01,6,21670,卖盘,2005-03-03,sh603200
10:39:45,38.87,-0.03,82,320579,卖盘,2005-03-03,sh603200
10:39:49,38.87,0.0,4,15548,买盘,2005-03-03,sh603200
10:39:51,38.85,-0.02,14,54390,卖盘,2005-03-03,sh603200
10:39:55,38.85,0.0,3,11655,买盘,2005-03-03,sh603200
10:39:57,38.8,-0.05,33,128075,卖盘,2005-03-03,sh603200
10:40:00,38.8,0.0,5,19401,卖盘,2005-03-03,sh603200
10:40:04,38.5,-0.3,607,2342475,卖盘,2005-03-03,sh603200
10:40:06,38.5,0.0,161,619850,买盘,2005-03-03,sh603200
10:40:10,38.5,0.0,49,188650,买盘,2005-03-03,sh603200
10:40:12,38.5,0.0,79,305459,买盘,2005-03-03,sh603200
10:40:15,38.78,0.28,94,361910,中性盘,2005-03-03,sh603200
10:40:18,38.5,-0.28,20,77000,卖盘,2005-03-03,sh603200
10:40:22,38.52,0.02,20,76997,买盘,2005-03-03,sh603200
10:40:24,38.52,0.0,1,3852,卖盘,2005-03-03,sh603200
10:40:27,38.57,0.05,4,15468,中性盘,2005-03-03,sh603200
10:40:34,38.77,0.2,23,88882,买盘,2005-03-03,sh603200
10:40:36,38.77,0.0,9,34737,买盘,2005-03-03,sh603200
10:40:39,38.57,-0.2,104,401208,卖盘,2005-03-03,sh603200
10:40:43,38.69,0.12,14,54264,卖盘,2005-03-03,sh603200
10:40:45,38.7,0.01,127,491038,买盘,2005-03-03,sh603200
10:40:49,38.7,0.0,7,27086,买盘,2005-03-03,sh603200
10:40:51,38.7,0.0,50,191804,买盘,2005-03-03,sh603200
10:40:54,38.7,0.0,92,356040,卖盘,2005-03-03,sh603200
10:40:58,38.7,0.0,10,38749,卖盘,2005-03-03,sh603200
10:41:01,38.77,0.07,3,11631,中性盘,2005-03-03,sh603200
10:41:04,38.7,-0.07,20,77423,卖盘,2005-03-03,sh603200
10:41:07,38.77,0.07,22,85147,中性盘,2005-03-03,sh603200
10:41:09,38.8,0.03,22,85285,买盘,2005-03-03,sh603200
10:41:12,38.77,-0.03,18,69771,中性盘,2005-03-03,sh603200
10:41:15,38.77,0.0,17,65945,买盘,2005-03-03,sh603200
10:41:18,38.83,0.06,5,19415,买盘,2005-03-03,sh603200
10:41:21,38.85,0.02,22,85414,买盘,2005-03-03,sh603200
10:41:28,38.83,-0.02,13,50501,卖盘,2005-03-03,sh603200
10:41:30,38.85,0.02,27,104889,买盘,2005-03-03,sh603200
10:41:33,38.85,0.0,3,11655,买盘,2005-03-03,sh603200
10:41:37,38.9,0.05,32,124313,买盘,2005-03-03,sh603200
10:41:39,38.85,-0.05,2,7770,卖盘,2005-03-03,sh603200
10:41:43,38.9,0.05,32,124420,买盘,2005-03-03,sh603200
10:41:45,38.89,-0.01,20,77714,中性盘,2005-03-03,sh603200
10:41:49,38.9,0.01,20,77737,买盘,2005-03-03,sh603200
10:41:51,38.9,0.0,13,50570,卖盘,2005-03-03,sh603200
10:41:54,38.91,0.01,10,38910,买盘,2005-03-03,sh603200
10:41:57,38.93,0.02,15,60146,买盘,2005-03-03,sh603200
10:42:00,38.94,0.01,13,50608,买盘,2005-03-03,sh603200
10:42:03,38.92,-0.02,20,77865,卖盘,2005-03-03,sh603200
10:42:06,38.94,0.02,6,23363,买盘,2005-03-03,sh603200
10:42:09,38.94,0.0,14,54516,买盘,2005-03-03,sh603200
10:42:15,38.95,0.01,1,3895,中性盘,2005-03-03,sh603200
10:42:18,38.94,-0.01,31,120716,卖盘,2005-03-03,sh603200
10:42:21,38.92,-0.02,7,27254,卖盘,2005-03-03,sh603200
10:42:24,38.94,0.02,4,15576,买盘,2005-03-03,sh603200
10:42:27,38.92,-0.02,17,66188,卖盘,2005-03-03,sh603200
10:42:31,38.94,0.02,52,202525,买盘,2005-03-03,sh603200
10:42:36,39.0,0.06,1,3900,买盘,2005-03-03,sh603200
10:42:39,39.0,0.0,7,27275,买盘,2005-03-03,sh603200
10:42:43,39.0,0.0,19,74100,买盘,2005-03-03,sh603200
10:42:45,38.93,-0.07,73,284324,卖盘,2005-03-03,sh603200
10:42:48,38.93,0.0,4,15572,买盘,2005-03-03,sh603200
10:42:52,38.93,0.0,24,93432,买盘,2005-03-03,sh603200
10:42:55,38.93,0.0,9,35042,卖盘,2005-03-03,sh603200
10:42:58,38.94,0.01,13,50622,买盘,2005-03-03,sh603200
10:43:00,38.93,-0.01,6,23358,卖盘,2005-03-03,sh603200
10:43:03,38.94,0.01,10,38940,买盘,2005-03-03,sh603200
10:43:06,38.94,0.0,25,97343,卖盘,2005-03-03,sh603200
10:43:09,38.94,0.0,2,7794,中性盘,2005-03-03,sh603200
10:43:12,38.94,0.0,4,15582,卖盘,2005-03-03,sh603200
10:43:15,39.0,0.06,27,105299,买盘,2005-03-03,sh603200
10:43:18,38.95,-0.05,11,42865,卖盘,2005-03-03,sh603200
10:43:21,39.0,0.05,1,3900,买盘,2005-03-03,sh603200
10:43:25,39.0,0.0,3,13182,买盘,2005-03-03,sh603200
10:43:28,39.0,0.0,28,109200,卖盘,2005-03-03,sh603200
10:43:33,39.05,0.05,30,117150,买盘,2005-03-03,sh603200
10:43:36,39.05,0.0,40,156150,买盘,2005-03-03,sh603200
10:43:39,39.05,0.0,9,35130,买盘,2005-03-03,sh603200
10:43:43,39.05,0.0,1,3905,买盘,2005-03-03,sh603200
10:43:46,39.11,0.06,13,50843,买盘,2005-03-03,sh603200
10:43:48,39.11,0.0,46,179906,买盘,2005-03-03,sh603200
10:43:52,39.15,0.04,1,3915,买盘,2005-03-03,sh603200
10:43:55,39.15,0.0,119,465436,买盘,2005-03-03,sh603200
10:43:58,38.88,-0.27,247,962990,卖盘,2005-03-03,sh603200
